Category,Size,Installs,Price,Content Rating,year
BOOKS_AND_REFERENCE,19000.0,1000000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,6700.0,500000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,21000.0,1000000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,22270.54027,500000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,2700.0,10000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,37000.0,5000000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,15000.0,100000,0.0,Teen,2018
BOOKS_AND_REFERENCE,23000.0,5000000,0.0,Mature 17+,2018
BOOKS_AND_REFERENCE,19000.0,500000,0.0,Everyone,2017
BOOKS_AND_REFERENCE,23000.0,1000000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,73000.0,500000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,4900.0,500000,0.0,Mature 17+,2014
BOOKS_AND_REFERENCE,6800.0,1000000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,22270.54027,5000000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,22270.54027,10000000,0.0,Everyone,2017
BOOKS_AND_REFERENCE,2900.0,100000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,3500.0,100000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,4000.0,100000,0.0,Everyone,2016
BOOKS_AND_REFERENCE,21000.0,50000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,2300.0,500000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,22270.54027,10000000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,7200.0,50000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,10000.0,1000000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,6100.0,1000000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,2100.0,1000000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,42000.0,500000,0.0,Everyone,2018
BOOKS_AND_REFERENCE,7300.0,100000,0.0,Everyone,2015
BOOKS_AND_REFERENCE,30000.0,10000000,0.0,Everyone 10+,2018
BUSINESS,22270.54027,10000000,0.0,Everyone,2018
BUSINESS,22270.54027,50000000,0.0,Everyone,2018
BUSINESS,22270.54027,10000000,0.0,Everyone,2018
BUSINESS,29000.0,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,22270.54027,50000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,35000.0,100000000,0.0,Everyone,2018
BUSINESS,9100.0,1000000,0.0,Everyone,2018
BUSINESS,25000.0,1000000,0.0,Everyone,2018
BUSINESS,3900.0,500000,0.0,Everyone,2018
BUSINESS,18000.0,10000000,0.0,Everyone,2018
BUSINESS,12000.0,5000000,0.0,Everyone,2018
BUSINESS,21000.0,1000000,0.0,Everyone,2016
BUSINESS,22270.54027,50000000,0.0,Everyone,2018
BUSINESS,22270.54027,10000000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,22270.54027,10000000,0.0,Everyone,2018
BUSINESS,55000.0,5000000,0.0,Everyone,2018
BUSINESS,3200.0,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,100000,0.0,Everyone,2015
BUSINESS,16000.0,1000000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,14000.0,1000000,0.0,Everyone,2018
BUSINESS,37000.0,10000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,11000.0,5000000,0.0,Everyone,2018
BUSINESS,25000.0,100000,0.0,Everyone,2018
BUSINESS,7300.0,10000000,0.0,Everyone,2018
BUSINESS,6500.0,1000000,0.0,Everyone,2018
BUSINESS,25000.0,1000000,0.0,Everyone,2018
BUSINESS,3100.0,100000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,1500.0,1000000,0.0,Everyone,2018
BUSINESS,7500.0,100000,0.0,Everyone,2018
BUSINESS,8600.0,50000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,1200.0,100000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,39000.0,10000000,0.0,Everyone,2017
BUSINESS,14000.0,10000000,0.0,Everyone,2018
BUSINESS,19000.0,1000000,0.0,Everyone,2018
BUSINESS,6800.0,100000,4.99,Everyone,2018
BUSINESS,39000.0,100000,4.99,Everyone,2017
BUSINESS,22270.54027,10000000,0.0,Everyone,2018
BUSINESS,14000.0,50000,0.0,Everyone,2018
BUSINESS,20000.0,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,26000.0,100000,0.0,Everyone,2018
BUSINESS,51000.0,100000,0.0,Everyone,2018
BUSINESS,41000.0,1000000,0.0,Everyone,2018
BUSINESS,20000.0,500000,0.0,Everyone,2018
BUSINESS,22270.54027,100000,0.0,Everyone,2018
BUSINESS,12000.0,500000,0.0,Everyone,2018
BUSINESS,48000.0,500000,0.0,Everyone,2018
BUSINESS,10000.0,1000000,0.0,Everyone,2018
BUSINESS,22000.0,1000000,0.0,Everyone,2018
BUSINESS,11000.0,1000000,0.0,Everyone,2018
BUSINESS,8500.0,100000,0.0,Everyone,2018
BUSINESS,8600.0,100000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,28000.0,1000000,0.0,Everyone,2018
BUSINESS,28000.0,10000000,0.0,Everyone,2018
BUSINESS,37000.0,10000000,0.0,Everyone,2018
BUSINESS,9000.0,100000,0.0,Everyone,2018
BUSINESS,46000.0,100000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,14000.0,50000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,26000.0,1000000,0.0,Everyone,2018
BUSINESS,23000.0,500000,0.0,Everyone,2018
BUSINESS,22270.54027,10000000,0.0,Everyone,2018
BUSINESS,22270.54027,10000000,0.0,Everyone,2018
BUSINESS,14000.0,50000,0.0,Everyone,2018
BUSINESS,20000.0,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,26000.0,100000,0.0,Everyone,2018
BUSINESS,51000.0,100000,0.0,Everyone,2018
BUSINESS,41000.0,1000000,0.0,Everyone,2018
BUSINESS,20000.0,500000,0.0,Everyone,2018
BUSINESS,22270.54027,100000,0.0,Everyone,2018
BUSINESS,12000.0,500000,0.0,Everyone,2018
BUSINESS,48000.0,500000,0.0,Everyone,2018
BUSINESS,10000.0,1000000,0.0,Everyone,2018
BUSINESS,22000.0,1000000,0.0,Everyone,2018
BUSINESS,11000.0,1000000,0.0,Everyone,2018
BUSINESS,8500.0,100000,0.0,Everyone,2018
BUSINESS,8600.0,100000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,28000.0,1000000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,22270.54027,1000000,0.0,Everyone,2018
BUSINESS,39000.0,10000000,0.0,Everyone,2017
BUSINESS,14000.0,10000000,0.0,Everyone,2018
BUSINESS,19000.0,1000000,0.0,Everyone,2018
BUSINESS,6800.0,100000,4.99,Everyone,2018
BUSINESS,39000.0,100000,4.99,Everyone,2017
BUSINESS,22270.54027,50000000,0.0,Everyone,2018
BUSINESS,35000.0,100000000,0.0,Everyone,2018
BUSINESS,22270.54027,5000000,0.0,Everyone,2018
BUSINESS,29000.0,10000,0.0,Everyone,2018
BUSINESS,41000.0,1000000,0.0,Everyone,2018
COMICS,22270.54027,10000000,0.0,Teen,2018
COMICS,4900.0,500000,0.0,Adults only 18+,2018
COMICS,27000.0,1000000,0.0,Teen,2018
COMICS,32000.0,500000,0.0,Everyone,2017
COMICS,12000.0,50000,0.0,Everyone,2018
COMICS,15000.0,50000,0.0,Mature 17+,2018
COMICS,11000.0,50000,0.0,Mature 17+,2018
COMICS,28000.0,1000000,0.0,Teen,2018
COMICS,2200.0,10000,0.0,Teen,2018
COMICS,3400.0,10000,0.0,Everyone,2017
COMICS,8300.0,10000,0.0,Everyone,2018
COMICS,4300.0,10000,0.0,Everyone 10+,2018
COMICS,4700.0,10000,0.0,Everyone,2018
COMICS,10000.0,100000,0.0,Teen,2018
COMICS,15000.0,5000000,0.0,Teen,2018
COMICS,7100.0,100000,0.0,Mature 17+,2018
COMICS,21000.0,1000000,0.0,Mature 17+,2018
COMICS,6100.0,100000,0.0,Everyone,2018
COMICS,22270.54027,1000000,0.0,Teen,2018
COMICS,15000.0,1000000,0.0,Teen,2018
COMICS,11000.0,1000000,0.0,Teen,2018
COMICS,29000.0,1000000,0.0,Teen,2018
COMICS,3300.0,100000,0.0,Everyone,2017
COMICS,22270.54027,5000000,0.0,Everyone,2018
COMICS,22000.0,50000,0.0,Everyone,2018
COMICS,40000.0,100000,0.0,Everyone,2018
COMICS,10000.0,10000,0.0,Teen,2018
COMICS,9100.0,10000,0.0,Mature 17+,2018
COMICS,4700.0,5000,0.0,Teen,2018
COMICS,38000.0,500000,0.0,Everyone 10+,2018
COMICS,22270.54027,1000000,0.0,Mature 17+,2018
COMICS,6700.0,5000,0.0,Everyone,2018
COMICS,37000.0,1000,0.0,Everyone,2018
COMICS,22270.54027,5000000,0.0,Everyone,2018
COMICS,7800.0,10000,0.0,Teen,2018
COMICS,19000.0,50000,0.0,Everyone,2018
COMICS,5700.0,1000000,0.0,Everyone,2018
COMICS,35000.0,100000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,17000.0,10000000,0.0,Teen,2018
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,500000000,0.0,Everyone,2018
COMMUNICATION,8800.0,5000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,16000.0,100000000,0.0,Everyone,2018
COMMUNICATION,11000.0,100000000,0.0,Everyone,2018
COMMUNICATION,11000.0,500000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,50000000,0.0,Everyone,2018
COMMUNICATION,15000.0,5000000,0.0,Everyone,2018
COMMUNICATION,6600.0,5000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,6600.0,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,5100.0,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,18000.0,1000000,0.0,Everyone,2018
COMMUNICATION,4000.0,1000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,5000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2016
COMMUNICATION,37000.0,10000000,0.0,Mature 17+,2018
COMMUNICATION,22270.54027,100000000,0.0,Teen,2018
COMMUNICATION,22000.0,5000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,3300.0,100000000,0.0,Teen,2018
COMMUNICATION,32000.0,10000000,0.0,Everyone,2018
COMMUNICATION,37000.0,1000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Mature 17+,2018
COMMUNICATION,22270.54027,500000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000,0.0,Everyone,2018
COMMUNICATION,17000.0,100000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,35000.0,10000000,0.0,Teen,2016
COMMUNICATION,40000.0,500000000,0.0,Teen,2018
COMMUNICATION,61000.0,5000000,0.0,Everyone,2018
COMMUNICATION,66000.0,5000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,11000.0,500000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2015
COMMUNICATION,22270.54027,500000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,25000.0,10000000,0.0,Everyone,2018
COMMUNICATION,14000.0,5000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,50000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Mature 17+,2018
COMMUNICATION,22270.54027,100000000,0.0,Teen,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,24000.0,100000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,17000.0,1000000,0.0,Everyone,2018
COMMUNICATION,8300.0,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,8200.0,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,500000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,8400.0,1000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,4000.0,1000000,0.0,Everyone,2018
COMMUNICATION,32000.0,1000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,6100.0,50000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,2800.0,1000000,0.0,Everyone,2017
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,50000000,0.0,Everyone,2018
COMMUNICATION,3300.0,100000000,0.0,Teen,2018
COMMUNICATION,40000.0,500000000,0.0,Teen,2018
COMMUNICATION,2200.0,1000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000,0.0,Everyone,2018
COMMUNICATION,4300.0,1000000,0.0,Everyone,2018
COMMUNICATION,4700.0,10000000,0.0,Everyone,2016
COMMUNICATION,2300.0,500000,0.0,Everyone,2017
COMMUNICATION,2300.0,500000,0.0,Everyone,2015
COMMUNICATION,22270.54027,100000,3.99,Everyone,2018
COMMUNICATION,11000.0,10000000,0.0,Everyone,2018
COMMUNICATION,2700.0,10000000,0.0,Everyone,2017
COMMUNICATION,14000.0,5000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,500000000,0.0,Everyone,2018
COMMUNICATION,13000.0,1000000,0.0,Everyone,2018
COMMUNICATION,3700.0,1000000,0.0,Everyone,2018
COMMUNICATION,10000.0,5000000,0.0,Everyone,2018
COMMUNICATION,13000.0,10000000,0.0,Mature 17+,2018
COMMUNICATION,10000.0,1000000,0.0,Everyone,2018
COMMUNICATION,13000.0,10000000,0.0,Mature 17+,2018
COMMUNICATION,8800.0,1000000,0.0,Everyone,2018
COMMUNICATION,5500.0,1000000,0.0,Everyone,2017
COMMUNICATION,20000.0,10000000,0.0,Everyone,2018
COMMUNICATION,29000.0,10000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,5000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,10000000,0.0,Everyone,2018
COMMUNICATION,11000.0,5000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000,0.0,Everyone,2018
COMMUNICATION,17000.0,1000000,0.0,Everyone,2018
COMMUNICATION,17000.0,5000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,100000000,0.0,Everyone,2018
COMMUNICATION,22270.54027,1000000,0.0,Everyone,2016
COMMUNICATION,22270.54027,1000000000,0.0,Everyone,2018
COMMUNICATION,16000.0,100000000,0.0,Everyone,2018
COMMUNICATION,5100.0,5000000,0.0,Everyone,2018
